,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 38,Unnamed: 39,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Unnamed: 27,Unnamed: 28,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Unnamed: 33,Unnamed: 34,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Unnamed: 26,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Unnamed: 32
28,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
29,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
30,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
31,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
32,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
33,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
34,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
35,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
36,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
37,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
38,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
39,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,2,1,50.0,2.43,1.22,0.5,1.0,19.1,0,0.09,0.8,0.8,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
40,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
41,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
42,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
43,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
44,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
45,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
46,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
47,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,6,6,100.0,65,0,3,3,100.0,2,2,100.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
48,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
49,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
50,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
51,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
52,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
53,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
54,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,14,1,50.0,1,50.0,13,1,4,5,14,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
55,25,Cameron Archer,ENG,FW,Sheffield Utd,22,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,5,1.22,0.0,1.22,1.22,1.22,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,0,7,0,,0,,5,0,1,0,7,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
